CD_Cliente,cluster,UF,regiao,DS_SEGMENTO,DS_SUBSEGMENTO,categoria_faturamento,MARCA_TOTVS,MODAL_COMERC,PERIODICIDADE,SITUACAO_CONTRATO,Tempo_relacionamento,nps_aquisicao,nps_implantacao,nps_produto,nps_relacional,nps_suporte
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,GESPLAN,MODALIDADE ASSINATURA COMPLEMENTAR,11 - Anual,CANCELADO,6689,sem_nps,sem_nps,promotor,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,7514,sem_nps,sem_nps,promotor,passivo,promotor
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,RH - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8333,sem_nps,sem_nps,passivo,promotor,sem_nps
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,4690,sem_nps,sem_nps,detrator,detrator,passivo
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,9129,sem_nps,sem_nps,promotor,passivo,sem_nps
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5305,sem_nps,detrator,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,GESPLAN,MODALIDADE ASSINATURA COMPLEMENTAR,11 - Anual,TROCADO,7423,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,1873,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,RH - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,5197,sem_nps,detrator,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6520,sem_nps,sem_nps,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,sem_nps,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3328,sem_nps,sem_nps,detrator,sem_nps,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3328,sem_nps,sem_nps,detrator,sem_nps,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7359,sem_nps,sem_nps,promotor,passivo,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,5541,sem_nps,sem_nps,promotor,promotor,sem_nps
T02069,1,MG,Sudeste,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Baixa,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,19,sem_nps,sem_nps,detrator,passivo,promotor
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,GOODDATA,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,9370,sem_nps,sem_nps,passivo,promotor,promotor
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,4504,sem_nps,sem_nps,promotor,detrator,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4011,sem_nps,sem_nps,promotor,passivo,passivo
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,1372,sem_nps,sem_nps,detrator,detrator,passivo
T02069,1,MG,Sudeste,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Baixa,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,831,sem_nps,sem_nps,detrator,passivo,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,9129,sem_nps,sem_nps,promotor,passivo,sem_nps
T01901,0,SC,Sul,MANUFATURA,BENS DURAVEIS,Média,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,4632,sem_nps,sem_nps,promotor,promotor,passivo
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4539,sem_nps,sem_nps,promotor,detrator,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,4016,sem_nps,sem_nps,promotor,passivo,passivo
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,TIS,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,4895,sem_nps,detrator,promotor,promotor,promotor
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8333,sem_nps,sem_nps,passivo,promotor,sem_nps
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5716,sem_nps,sem_nps,promotor,promotor,sem_nps
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5582,sem_nps,sem_nps,promotor,detrator,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6727,sem_nps,sem_nps,promotor,promotor,sem_nps
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,193,sem_nps,sem_nps,detrator,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,promotor,promotor
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3662,sem_nps,sem_nps,detrator,detrator,passivo
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,844,sem_nps,sem_nps,promotor,promotor,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5716,sem_nps,sem_nps,promotor,promotor,sem_nps
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,384,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,AMS,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,6964,sem_nps,detrator,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,844,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,1873,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,SOFTWARE COMPLEMENTAR,MODALIDADE ALUGUEL (LEGADO),00 - Mensal,ATIVO,4021,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,FEEDZ,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,6894,sem_nps,detrator,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CROSS - INTERA,MODALIDADE INTERA 17,00 - Mensal,ATIVO,8219,sem_nps,sem_nps,promotor,sem_nps,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3328,sem_nps,sem_nps,detrator,sem_nps,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5272,sem_nps,sem_nps,promotor,passivo,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,5581,sem_nps,sem_nps,promotor,passivo,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,0,sem_nps,sem_nps,passivo,promotor,sem_nps
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4992,sem_nps,sem_nps,passivo,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,844,sem_nps,sem_nps,promotor,promotor,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,passivo,passivo
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,3080,sem_nps,sem_nps,detrator,detrator,passivo
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,1395,sem_nps,sem_nps,passivo,promotor,sem_nps
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,RH - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1359,sem_nps,sem_nps,passivo,promotor,sem_nps
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,843,sem_nps,sem_nps,passivo,promotor,sem_nps
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,CLOUD,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,6740,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,GESPLAN,MODALIDADE ASSINATURA COMPLEMENTAR,11 - Anual,TROCADO,7126,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2907,sem_nps,detrator,promotor,promotor,promotor
T01899,2,SP,Sudeste,MANUFATURA,PAPEL & CELULOSE,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,5457,sem_nps,sem_nps,detrator,passivo,sem_nps
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,4504,sem_nps,sem_nps,promotor,detrator,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9943,sem_nps,sem_nps,promotor,passivo,promotor
T02382,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,BACKOFFICE - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,4519,sem_nps,sem_nps,detrator,promotor,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,4016,sem_nps,sem_nps,promotor,passivo,passivo
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5541,sem_nps,sem_nps,promotor,promotor,sem_nps
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3313,sem_nps,sem_nps,passivo,promotor,sem_nps
T02069,1,MG,Sudeste,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1070,sem_nps,sem_nps,detrator,passivo,promotor
T01777,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2017,sem_nps,sem_nps,promotor,promotor,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,4803,sem_nps,sem_nps,promotor,promotor,sem_nps
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3094,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,LOGISTICA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6200,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,2016,sem_nps,sem_nps,detrator,promotor,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,BACKOFFICE - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9042,sem_nps,sem_nps,promotor,passivo,sem_nps
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,FEEDZ,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,TROCADO,6742,sem_nps,detrator,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,LOGISTICA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6810,sem_nps,sem_nps,promotor,sem_nps,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,RH - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9428,sem_nps,sem_nps,promotor,passivo,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,SAUDE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,3061,sem_nps,sem_nps,promotor,promotor,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,2121,sem_nps,sem_nps,detrator,sem_nps,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,10230,sem_nps,sem_nps,promotor,passivo,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7359,sem_nps,sem_nps,promotor,passivo,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5716,sem_nps,sem_nps,promotor,promotor,sem_nps
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,842,sem_nps,detrator,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,417,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,844,sem_nps,sem_nps,promotor,promotor,promotor
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,2635,sem_nps,sem_nps,passivo,promotor,sem_nps
T02084,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8388,sem_nps,sem_nps,promotor,promotor,promotor
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,passivo,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,384,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,844,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,1223,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,2193,sem_nps,detrator,promotor,promotor,promotor
T01777,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2017,sem_nps,sem_nps,promotor,promotor,promotor
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,5582,sem_nps,sem_nps,promotor,detrator,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8288,sem_nps,sem_nps,promotor,passivo,promotor
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,587,sem_nps,sem_nps,detrator,promotor,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3328,sem_nps,sem_nps,detrator,sem_nps,promotor
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5014,sem_nps,sem_nps,passivo,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5581,sem_nps,sem_nps,promotor,passivo,promotor
T02084,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8388,sem_nps,sem_nps,promotor,promotor,promotor
T02069,1,MG,Sudeste,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1014,sem_nps,sem_nps,detrator,passivo,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6357,sem_nps,sem_nps,promotor,promotor,sem_nps
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6357,sem_nps,sem_nps,promotor,promotor,sem_nps
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,4941,sem_nps,sem_nps,detrator,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6188,sem_nps,sem_nps,promotor,passivo,sem_nps
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,FEEDZ,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,6742,sem_nps,detrator,promotor,promotor,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5572,sem_nps,sem_nps,promotor,passivo,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,9670,sem_nps,sem_nps,promotor,passivo,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6357,sem_nps,sem_nps,promotor,promotor,sem_nps
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5502,sem_nps,sem_nps,promotor,promotor,sem_nps
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9017,sem_nps,sem_nps,promotor,passivo,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,844,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,RH - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1687,sem_nps,detrator,promotor,promotor,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,0,sem_nps,sem_nps,detrator,sem_nps,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T01872,1,MG,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,3037,sem_nps,sem_nps,promotor,passivo,promotor
